name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Rental unit in Vienna · ★4.73 · 2 bedrooms · 2 beds · 2 baths,Lilu,Landstra§e,48.21047,16.38954,Entire home/apt,300,3,70,0.54,1,4,1
Rental unit in Vienna · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,Anna & Vladan,Innere Stadt,48.20751,16.37899,Entire home/apt,196,1,301,2.28,55,224,1
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,Christiane,Wieden,48.19178,16.36886,Entire home/apt,90,4,18,0.14,3,0,2
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Carolin,Ottakring,48.20857,16.30538,Entire home/apt,40,20,12,0.09,1,14,5
Rental unit in Vienna · ★4.83 · 3 bedrooms · 3 beds · 1.5 baths,Gisella,Brigittenau,48.22883,16.37384,Entire home/apt,96,14,218,1.66,18,235,8
Rental unit in Vienna · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,Robyn,Landstra§e,48.19978,16.39215,Entire home/apt,190,5,32,0.25,1,261,0
Rental unit in Vienna · ★4.34 · 1 bedroom · 2 beds · 1.5 baths,Ben,Mariahilf,48.19947,16.3641,Entire home/apt,59,30,343,2.7,4,322,0
Condo in Vienna · ★4.80 · 1 bedroom · 2 beds · 1.5 baths,Olga,Meidling,48.18374,16.32163,Entire home/apt,84,3,134,1.06,1,162,19
Rental unit in Vienna · 2 bedrooms · 4 beds · 1 bath,Gerlinde,Dbling,48.26035,16.36282,Entire home/apt,85,2,0,1.6300273504273504,1,0,0
Condo in Vienna · ★4.84 · Studio · 2 beds · 2 baths,Javi,Rudolfsheim-Fnfhaus,48.20139,16.33181,Entire home/apt,300,1,56,0.44,1,364,0
Rental unit in Vienna · ★4.87 · 1 bedroom · 1 bed · 1 bath,Christine,Landstra§e,48.19172,16.38855,Entire home/apt,148,2,61,0.66,1,358,2
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Evamaria,Margareten,48.18128,16.35255,Entire home/apt,120,7,0,1.6300273504273504,2,0,0
Rental unit in Vienna · ★4.97 · 1 bedroom · 2 beds · 1 bath,Kilian,Whring,48.22003,16.34161,Entire home/apt,72,13,31,0.25,2,116,2
Rental unit in Vienna · ★4.70 · 1 bedroom · 1 bed · 1 bath,Kilian,Whring,48.22003,16.34161,Entire home/apt,52,6,115,0.93,2,261,14
Condo in Vienna · ★4.89 · 2 bedrooms · 1 bed · 1 bath,Christiane,Wieden,48.18951,16.3693,Entire home/apt,140,4,19,0.15,3,0,5
Loft in Vienna · ★4.79 · 1 bedroom · 1 bed · 1 bath,Gerhard & Nicole,Neubau,48.20678,16.34603,Entire home/apt,89,2,306,2.46,4,297,28
Treehouse in Vienna · 1 bedroom · 1 bed · 1 bath,Georg,Innere Stadt,48.21409,16.36324,Private room,76,30,1,0.01,2,83,0
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 bath,Aleks & Team,Wieden,48.19593,16.36055,Entire home/apt,102,3,244,1.94,3,283,33
Rental unit in Vienna · ★4.93 · 3 bedrooms · 4 beds · 2 baths,Sonia,Mariahilf,48.19278,16.34131,Entire home/apt,99,3,46,0.35,1,229,3
Rental unit in Vienna · ★4.78 · 1 bedroom · 3 beds · 1 bath,Gary,Brigittenau,48.22728,16.37061,Entire home/apt,85,3,50,0.38,4,128,6
Condo in Vienna · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,Lidia,Margareten,48.18193,16.36169,Entire home/apt,69,3,76,0.6,1,313,15
Rental unit in Vienna · ★4.61 · 1 bedroom · 3 beds · 1 bath,Vienna,Leopoldstadt,48.21892,16.38377,Entire home/apt,92,5,130,0.99,5,290,21
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Gordana,Dbling,48.24361,16.34105,Entire home/apt,109,2,8,0.14,1,240,5
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 bath,Nina,Mariahilf,48.19717,16.35436,Entire home/apt,100,3,66,0.51,1,34,14
Loft in Vienna · ★4.85 · 1 bedroom · 2 beds · 1.5 baths,Gerhard & Nicole,Neubau,48.20447,16.34841,Entire home/apt,108,2,360,3.03,4,285,47
Rental unit in Vienna · ★4.79 · 1 bedroom · 2 beds · 1 bath,Maria,Josefstadt,48.21408,16.34166,Entire home/apt,78,2,61,0.49,1,294,14
Rental unit in Vienna · ★4.80 · Studio · 1 bed · 1 bath,Greg,Donaustadt,48.23796,16.42418,Entire home/apt,85,3,10,0.09,3,361,0
Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,Mariusz,Ottakring,48.21709,16.31941,Entire home/apt,131,1,2,0.02,1,0,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 3 beds · 1 bath,Christiane,Wieden,48.18581,16.37184,Private room,90,4,6,0.05,3,0,3
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 2 baths,Iris,Penzing,48.18926,16.3073,Private room,49,1,38,0.32,1,0,0
Rental unit in Vienna · ★4.82 · 1 bedroom · 1 bed · 1 bath,Barbara,Leopoldstadt,48.21692,16.39026,Entire home/apt,59,28,96,0.78,1,67,4
Rental unit in Vienna · ★4.78 · 2 bedrooms · 1 bed · 1.5 baths,Andre,Neubau,48.20189,16.35459,Entire home/apt,83,4,644,4.96,7,55,67
Rental unit in Vienna · ★4.47 · 3 bedrooms · 6 beds · 1.5 baths,Alexander,Margareten,48.18553,16.34753,Entire home/apt,125,4,15,0.13,14,0,1
Rental unit in Vienna · ★4.76 · 4 bedrooms · 7 beds · 1.5 baths,Alexander,Margareten,48.18551,16.34556,Entire home/apt,125,7,18,0.15,14,0,3
Rental unit in Vienna · ★4.52 · 3 bedrooms · 6 beds · 1.5 baths,Alexander,Margareten,48.18728,16.3462,Entire home/apt,125,7,23,0.19,14,0,1
Rental unit in Vienna · ★4.41 · 2 bedrooms · 4 beds · 1.5 baths,Alexander,Margareten,48.1871,16.34569,Entire home/apt,753,5,17,0.14,14,97,1
Rental unit in Vienna · ★4.38 · 3 bedrooms · 5 beds · 1.5 baths,Alexander,Margareten,48.18688,16.34772,Entire home/apt,753,5,8,0.08,14,6,0
Rental unit in Vienna · ★4.84 · 1 bedroom · 1 bed · 1 bath,Sabine,Landstra§e,48.19746,16.39606,Entire home/apt,100,3,96,0.76,1,0,0
Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1 bath,Paul & Carola,Neubau,48.19992,16.35168,Entire home/apt,55,3,12,0.09,1,0,0
Rental unit in Vienna · ★4.63 · Studio · 1 bed · 1.5 baths,Martin,Rudolfsheim-Fnfhaus,48.19854,16.33265,Entire home/apt,50,4,391,3.15,3,263,17
Rental unit in Vienna · ★4.78 · 1 bedroom · 5 beds · 1 bath,Andreas,Innere Stadt,48.21122,16.37509,Entire home/apt,159,2,185,1.64,1,311,38
Rental unit in Vienna · ★4.70 · 2 bedrooms · 6 beds · 1 bath,Marina,Mariahilf,48.19,16.34708,Entire home/apt,99,2,351,2.79,2,321,36
Rental unit in Vienna · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,Lisa,Landstra§e,48.18841,16.38499,Private room,35,5,63,0.51,2,262,24
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Türkan,Josefstadt,48.2124,16.34499,Private room,40,2,3,0.02,1,0,0
Rental unit in Vienna · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,Martin,Landstra§e,48.19815,16.38108,Entire home/apt,280,2,357,2.87,7,352,15
Rental unit in Vienna · ★4.90 · 1 bedroom · 1 bed · 2 baths,Christine,Landstra§e,48.19801,16.38555,Entire home/apt,160,5,13,0.1,1,348,1
Rental unit in Vienna · ★4.88 · 1 bedroom · 4 beds · 1.5 baths,Chris,Wieden,48.195,16.36537,Entire home/apt,113,3,242,1.97,2,273,47
Condo in Vienna · ★4.69 · Studio · 1 bed · 1 bath,Astrid,Ottakring,48.21488,16.32032,Entire home/apt,60,5,16,0.13,2,218,3
Rental unit in Vienna · ★4.32 · 2 bedrooms · 6 beds · 1 bath,Helmut,Leopoldstadt,48.22025,16.38277,Entire home/apt,98,2,84,0.73,1,309,9
Rental unit in Vienna · ★4.77 · 2 bedrooms · 3 beds · 1.5 baths,Sara And Dieter,Leopoldstadt,48.22871,16.3752,Entire home/apt,119,2,82,0.92,1,73,16
Rental unit in Vienna · 1 bedroom,Paul,Mariahilf,48.19591,16.34533,Private room,76,30,0,1.6300273504273504,1,0,0
Condo in Vienna · ★4.83 · 2 bedrooms · 9 beds · 1 bath,Astrid,Ottakring,48.21488,16.32032,Entire home/apt,90,7,31,0.29,2,115,5
Rental unit in Vienna · ★4.53 · 1 bedroom · 1 bed · 1 bath,AdInfinitum Philip Bea Sophia,Alsergrund,48.2161,16.36325,Entire home/apt,55,30,15,0.15,56,278,2
Rental unit in Vienna · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,Andreas,Landstra§e,48.197,16.38322,Entire home/apt,81,1,375,3.13,1,120,39
Rental unit in Vienna · ★4.22 · 1 bedroom · 1 bed · 1 bath,AdInfinitum Philip Bea Sophia,Alsergrund,48.21525,16.36156,Entire home/apt,50,30,18,0.15,56,351,1
Rental unit in Vienna · ★4.57 · 1 bedroom · 1 bed · 1 bath,AdInfinitum Philip Bea Sophia,Innere Stadt,48.20272,16.37217,Entire home/apt,80,30,36,0.29,56,258,2
Rental unit in Vienna · ★4.84 · 1 bedroom · 4 beds · 1.5 baths,Evelina,Landstra§e,48.19879,16.37874,Entire home/apt,125,3,211,1.74,2,143,22
Rental unit in Vienna · ★4.84 · 1 bedroom · 1 bed · 1 bath,AdInfinitum Philip Bea Sophia,Innere Stadt,48.2022,16.37227,Entire home/apt,80,30,19,0.18,56,326,0
Rental unit in Vienna · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,Justine,Mariahilf,48.1997,16.35605,Entire home/apt,220,2,51,0.5,1,39,3
Rental unit in Vienna · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,Bettina,Ottakring,48.21124,16.32603,Entire home/apt,141,2,48,0.54,5,109,13
Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,Daniel,Meidling,48.18495,16.33918,Private room,33,2,28,0.52,1,0,0
Rental unit in Vienna · ★4.80 · 4 bedrooms · 9 beds · 1.5 baths,Corinna,Ottakring,48.20961,16.32874,Entire home/apt,147,2,198,1.68,8,54,36
Rental unit in Vienna · ★4.85 · 1 bedroom · 1 bed · 1 bath,Martina,Neubau,48.20353,16.35036,Entire home/apt,84,3,13,0.11,3,0,0
Rental unit in Vienna · ★4.59 · 2 bedrooms · 3 beds · 1 bath,Carina&Georg,Landstra§e,48.19507,16.40639,Entire home/apt,74,2,247,2.01,2,311,35
Rental unit in Vienna · ★4.92 · 1 bedroom · 1 bed · 1 bath,Susanne,Landstra§e,48.1951,16.3876,Private room,50,2,90,0.73,1,0,0
Rental unit in Vienna · ★4.62 · 1 bedroom · 1 bed · 1 bath,Ben,Mariahilf,48.19418,16.3501,Entire home/apt,61,2,234,1.86,4,325,11
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Christoph,Josefstadt,48.21163,16.34288,Private room,45,20,10,0.08,1,0,0
Rental unit in Vienna · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,Nicole,Innere Stadt,48.20199,16.37588,Entire home/apt,250,2,6,3.0,1,59,6
Rental unit in Vienna · ★4.49 · 1 bedroom · 1 bed · 1 bath,Christian,Ottakring,48.20524,16.33146,Entire home/apt,72,1,141,1.13,13,262,11
Rental unit in Vienna · ★4.62 · 2 bedrooms · 3 beds · 1 bath,Danijela,Rudolfsheim-Fnfhaus,48.18546,16.32639,Entire home/apt,87,2,558,4.48,1,329,51
Rental unit in Vienna · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,Sylvie,Donaustadt,48.22707,16.44955,Private room,44,3,105,0.85,2,358,13
Rental unit in Vienna · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,Barbara,Mariahilf,48.19269,16.34431,Entire home/apt,188,3,9,0.18,3,242,8
Rental unit in Vienna · ★4.48 · 2 bedrooms · 3 beds · 1.5 baths,Chrissy,Neubau,48.20533,16.3498,Entire home/apt,99,2,102,0.83,1,27,12
Rental unit in Vienna · ★4.49 · 3 bedrooms · 5 beds · 1.5 baths,Itamar,Landstra§e,48.18785,16.39025,Entire home/apt,99,8,82,0.68,1,321,3
Rental unit in Vienna · ★4.42 · 1 bedroom · 2 beds · 1 bath,Christian,Ottakring,48.20548,16.33121,Entire home/apt,98,1,158,1.26,13,259,25
Condo in Vienna · ★4.86 · 2 bedrooms · 3 beds · 1 bath,Jochen,Wieden,48.1949,16.3678,Entire home/apt,150,4,120,0.97,5,125,10
Rental unit in Vienna · ★4.70 · 1 bedroom · 1 bed · Half-bath,Gerd,Landstra§e,48.19059,16.38684,Entire home/apt,33,14,80,0.65,1,190,0
Rental unit in Vienna · ★4.87 · 1 bedroom · 2 beds · 3.5 shared baths,Wiltrud,Margareten,48.18782,16.34566,Private room,56,1,111,0.9,15,113,29
Rental unit in Vienna · ★4.79 · 1 bedroom · 2 beds · 1 bath,Ramona & Alex,Landstra§e,48.19196,16.38874,Entire home/apt,64,5,250,2.12,4,220,54
Rental unit in Vienna · ★4.71 · 1 bedroom · 1 bed · 2 baths,Eva,Alsergrund,48.22493,16.35047,Entire home/apt,120,3,51,0.42,1,359,1
Rental unit in Vienna · ★4.70 · 1 bedroom · 1 bed · 3.5 shared baths,Wiltrud,Margareten,48.18782,16.34566,Private room,43,1,57,0.46,15,24,30
Condo in Vienna · ★4.44 · 2 bedrooms · 2 beds · 1.5 baths,Hartwig,Leopoldstadt,48.22513,16.38767,Entire home/apt,120,18,9,0.07,1,0,0
Condo in Vienna · ★4.74 · 1 bedroom · 2 beds · 1.5 baths,Petra,Mariahilf,48.19134,16.34847,Entire home/apt,117,5,64,0.52,3,341,10
Rental unit in Vienna · ★4.73 · 1 bedroom · 1 bed · 1 bath,Tassilo,Mariahilf,48.19228,16.35334,Entire home/apt,95,3,18,0.14,1,0,0
Rental unit in Vienna · ★4.79 · 1 bedroom · 2 beds · 1 bath,Yanita,Innere Stadt,48.21161,16.37228,Entire home/apt,146,2,284,2.32,5,259,9
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Christian,Neubau,48.2005,16.34758,Entire home/apt,120,7,5,0.05,1,84,0
Rental unit in Vienna · ★4.95 · 1 bedroom · 3 beds · 2 baths,Rainer,Landstra§e,48.20871,16.38964,Entire home/apt,55,2,281,2.31,2,0,0
Rental unit in Vienna · ★4.32 · 3 bedrooms · 6 beds · 1.5 baths,Alexander,Margareten,48.18512,16.34649,Entire home/apt,753,5,22,0.19,14,6,0
Rental unit in Vienna · ★4.25 · 1 bedroom · 2 beds · 1.5 baths,Alexander,Margareten,48.18604,16.34569,Entire home/apt,114,7,8,0.07,14,23,0
Condo in Vienna · ★4.61 · 1 bedroom · 2 beds · 1 bath,Elisabeth,Margareten,48.18482,16.35162,Entire home/apt,90,8,18,0.15,1,342,0
Villa in Vienna · ★4.94 · 4 bedrooms · 4 beds · 4.5 baths,Beatrix,Ottakring,48.21426,16.28882,Entire home/apt,265,3,31,0.25,2,11,3
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Caroline,Whring,48.23077305066146,16.347591869652156,Entire home/apt,99,14,97,0.8,1,84,6
Rental unit in Vienna · ★4.88 · 1 bedroom · 2 beds · 1 bath,Marianne,Rudolfsheim-Fnfhaus,48.1985,16.32818,Entire home/apt,71,3,22,0.18,4,0,0
Rental unit in Vienna · ★4.46 · 1 bedroom · 2 beds · 1 bath,Caroline & Jérôme,Meidling,48.17484,16.33205,Entire home/apt,55,2,115,0.97,1,29,3
Rental unit in Vienna · ★4.74 · Studio · 1 bed · 1 bath,Clara,Hietzing,48.18979,16.26794,Entire home/apt,49,3,53,0.74,4,263,8
Condo in Vienna · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,Monika,Alsergrund,48.21746,16.36043,Private room,75,1,430,3.93,3,315,11
Rental unit in Vienna · ★4.71 · 1 bedroom · 4 beds · 1 bath,Birgit,Landstra§e,48.2113,16.39191,Entire home/apt,81,3,298,2.77,1,262,61
Rental unit in Vienna · ★4.49 · 1 bedroom · 3 beds · 2 baths,Daniela,Leopoldstadt,48.21941,16.39804,Entire home/apt,81,7,41,0.34,24,171,3
Rental unit in Vienna · ★4.87 · 6 bedrooms · 9 beds · 4 baths,Gisella,Brigittenau,48.22875,16.37405,Entire home/apt,219,7,161,1.47,18,97,11
Rental unit in Vienna · ★4.30 · 1 bedroom · 2 beds · 1.5 baths,Michael,Meidling,48.17841,16.33495,Entire home/apt,48,3,45,0.44,1,327,10
Rental unit in Vienna · ★4.63 · 1 bedroom · 3 beds · 1 bath,Ana,Neubau,48.20451,16.34976,Entire home/apt,65,7,29,0.25,1,0,0
Rental unit in Vienna · ★4.95 · 2 bedrooms · 2 beds · 2 baths,Pour,Mariahilf,48.19968,16.36068,Entire home/apt,230,2,21,0.18,9,262,3
Rental unit in Vienna · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,Eva,Leopoldstadt,48.22486,16.38247,Private room,60,1,22,0.19,2,255,6
Rental unit in Vienna · ★4.72 · 1 bedroom · 1 bed · 1 bath,Kiki,Wieden,48.19177,16.36703,Entire home/apt,64,4,195,2.08,6,260,27
Rental unit in Vienna · ★4.69 · 1 bedroom · 1 bed · 1 bath,Kiki,Wieden,48.19284,16.36614,Entire home/apt,59,3,315,2.58,6,192,31
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Sabine,Neubau,48.19948,16.34033,Entire home/apt,95,4,56,0.46,1,64,3
Rental unit in Vienna · ★4.50 · 2 bedrooms · 3 beds · 1 bath,Hotel Klimt,Penzing,48.1969,16.28869,Entire home/apt,149,1,16,0.15,8,342,0
Rental unit in Vienna · ★4.43 · 3 bedrooms · 4 beds · 1.5 baths,Hotel Klimt,Penzing,48.1971,16.28906,Entire home/apt,184,1,37,0.35,8,327,0
Rental unit in Vienna · 1 bedroom · 3 beds · 1 bath,Raimund And Martin,Alsergrund,48.22227,16.36536,Entire home/apt,65,7,1,0.01,1,0,0
Rental unit in Vienna · ★4.84 · 1 bedroom · 1 bed · 1 bath,Nico,Penzing,48.19200134277344,16.310150146484375,Entire home/apt,100,6,75,0.62,2,364,1
Rental unit in Vienna · ★4.71 · 1 bedroom · 1 bed · 1 bath,Nico,Penzing,48.19089,16.31,Entire home/apt,63,6,35,0.46,2,326,4
Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 bath,Leopold,Mariahilf,48.1938,16.34976,Entire home/apt,79,30,28,0.28,3,97,6
Rental unit in Vienna · ★4.93 · 2 bedrooms · 5 beds · 1 bath,Susanne,Leopoldstadt,48.21818,16.40254,Entire home/apt,100,4,232,1.92,2,178,25
Rental unit in Vienna · ★4.83 · 1 bedroom · 4 beds · 1 bath,Guy,Meidling,48.18127,16.31902,Entire home/apt,70,2,302,2.55,1,67,24
Rental unit in Vienna · ★4.76 · 1 bedroom · 3 beds · 1 bath,Silvia&Family,Brigittenau,48.22716,16.37036,Entire home/apt,105,3,64,0.58,3,117,8
Rental unit in Vienna · ★4.54 · 2 bedrooms · 4 beds · 1 bath,Robert,Mariahilf,48.19574,16.35322,Entire home/apt,97,14,13,0.14,15,109,3
Guest suite in Vienna · ★4.88 · 2 bedrooms · 4 beds · 1 bath,Gerti,Dbling,48.24518,16.31013,Entire home/apt,125,3,8,0.1,1,313,4
Condo in Vienna · ★4.90 · 1 bedroom · 1 bed · 1 bath,Tanya,Landstra§e,48.20458,16.39128,Entire home/apt,113,3,77,0.65,1,193,1
Rental unit in Vienna · ★4.75 · 1 bedroom · 1 bed · 1 bath,Oi Van,Meidling,48.18623,16.33796,Entire home/apt,53,3,36,0.31,3,261,1
Rental unit in Vienna · ★4.83 · 1 bedroom · 2 beds · 1 bath,Thomas,Leopoldstadt,48.21808,16.4021,Entire home/apt,85,4,269,2.28,4,1,31
Rental unit in Vienna · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,Christian,Leopoldstadt,48.22397,16.40368,Private room,38,2,206,1.75,1,5,46
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Silvia,Mariahilf,48.19803,16.35588,Entire home/apt,120,14,11,0.09,3,364,2
Rental unit in Vienna · ★4.44 · 1 bedroom · 2 beds · 1 bath,Sandra,Neubau,48.20515,16.34775,Entire home/apt,83,2,197,1.71,4,151,14
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Hildegard,Floridsdorf,48.28569532155177,16.415436251895542,Entire home/apt,57,7,0,1.6300273504273504,1,121,0
Rental unit in Vienna · ★4.89 · 2 bedrooms · 2 beds · 1 bath,Aida,Landstra§e,48.19777,16.39774,Entire home/apt,88,30,71,0.59,4,1,0
Rental unit in Vienna · ★4.85 · 2 bedrooms · 6 beds · 1 bath,Aida,Landstra§e,48.19634,16.39922,Entire home/apt,85,30,180,1.5,4,9,0
Rental unit in Vienna · ★4.80 · 1 bedroom · 1 bed · 1 bath,Ari,Leopoldstadt,48.21537,16.37546,Entire home/apt,81,1,485,4.15,2,324,57
Rental unit in Vienna · ★4.74 · 2 bedrooms · 8 beds · 1 bath,Silvia&Family,Brigittenau,48.22714,16.37034,Entire home/apt,136,3,51,0.44,3,83,11
Rental unit in Vienna · ★4.90 · 2 bedrooms · 1 bed · 1 bath,Pour,Alsergrund,48.21532,16.35765,Entire home/apt,168,3,10,0.11,9,322,1
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 bath,Anna & Vladan,Mariahilf,48.20162,16.36335,Entire home/apt,200,1,300,2.52,55,286,1
Rental unit in Vienna · ★4.23 · 1 bedroom · 1 bed · 1 bath,Kevin,Favoriten,48.18227,16.38081,Entire home/apt,40,2,81,0.67,1,0,0
Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 bath,Pour,Mariahilf,48.19881,16.35876,Entire home/apt,168,3,29,0.25,9,343,8
Rental unit in Vienna · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Kathrin,Margareten,48.18604,16.34915,Entire home/apt,30,2,6,0.07,2,0,0
Rental unit in Vienna · ★4.79 · 1 bedroom · 1 bed · 1 bath,Albert,Innere Stadt,48.21083,16.37679,Entire home/apt,115,2,458,4.02,2,294,70
Loft in Vienna · ★4.63 · Studio · 2 beds · 1.5 baths,Andre,Mariahilf,48.1951,16.34936,Entire home/apt,73,2,657,5.54,7,152,70
Rental unit in Vienna · ★4.55 · 2 bedrooms · 2 beds · 1 bath,Roland,Alsergrund,48.22552,16.36409,Entire home/apt,93,2,32,0.28,3,156,0
Rental unit in Vienna · ★4.41 · 1 bedroom · 2 beds · 1 bath,Anna,Leopoldstadt,48.21773,16.40536,Entire home/apt,55,3,65,0.55,2,2,0
Rental unit in Vienna · ★4.48 · 1 bedroom · 1 bed · 1 bath,Roland,Alsergrund,48.22578,16.36204,Entire home/apt,65,2,44,0.38,3,154,0
Rental unit in Vienna · ★4.86 · 1 bedroom · 2 beds · 1 bath,Tatiana,Landstra§e,48.2039,16.38391,Entire home/apt,130,3,168,1.5,2,157,22
Rental unit in Vienna · ★4.94 · 2 bedrooms · 4 beds · 1 bath,Susanne,Leopoldstadt,48.21821,16.40266,Entire home/apt,97,4,122,1.03,2,195,23
Rental unit in Vienna · ★4.56 · 1 bedroom · 1 bed · 1 bath,Roland,Alsergrund,48.22427,16.36394,Entire home/apt,58,2,45,0.4,3,157,0
Rental unit in Vienna · ★4.89 · 1 bedroom · 2 beds · 1 bath,Heidi,Dbling,48.23584,16.35303,Entire home/apt,52,3,82,0.7,3,98,2
Rental unit in Vienna · ★4.79 · 2 bedrooms · 3 beds · 1.5 baths,Bernhard,Neubau,48.19884,16.34203,Entire home/apt,78,20,194,1.61,1,0,0
Rental unit in Vienna · ★4.63 · 1 bedroom · 3 beds · 1 bath,Sandra,Neubau,48.20611,16.3484,Entire home/apt,93,3,270,2.28,4,206,11
Condo in Vienna · ★4.89 · 3 bedrooms · 4 beds · 1 bath,Paul,Neubau,48.2049,16.34753,Entire home/apt,112,3,183,1.54,1,193,28
Serviced apartment in Vienna · ★4.64 · Studio · 1.5 baths,Patricia,Landstra§e,48.195187,16.409527,Entire home/apt,87,28,11,0.22,16,336,7
Rental unit in Vienna · ★4.81 · 1 bedroom · 1 bed · 1 bath,Martin,Landstra§e,48.19957,16.37944,Entire home/apt,220,2,350,2.98,7,318,27
Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,Julia,Ottakring,48.20441,16.33491,Entire home/apt,245,7,0,1.6300273504273504,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Bernhard,Ottakring,48.20986,16.32625,Private room,35,1,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.85 · 1 bedroom · 2 beds · 1 bath,Petra,Neubau,48.20548,16.3473,Entire home/apt,137,3,48,0.41,3,355,9
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Isabelle,Innere Stadt,48.2111,16.36753,Entire home/apt,300,28,3,0.23,20,326,2
Rental unit in Vienna · ★4.50 · 4 bedrooms · 5 beds · 1.5 baths,Alexander,Margareten,48.18575,16.3479,Entire home/apt,122,6,10,0.09,14,0,0
